country,country_code,year,school_enrollment_secondary_female_rate
Burkina Faso,BFA,2018.0,39.4315297671845
Bangladesh,BGD,2018.0,69.0192069270982
Bulgaria,BGR,2018.0,102.039916992188
Bahrain,BHR,2018.0,100.906915228618
"Bahamas, The",BHS,2018.0,84.2835504392608
Bosnia and Herzegovina,BIH,2018.0,87.8049774169922
Belarus,BLR,2018.0,100.837960983045
Belize,BLZ,2018.0,88.364140080516
Bolivia,BOL,2018.0,87.8603570044998
Brazil,BRA,2018.0,106.413528442383
Barbados,BRB,2018.0,108.398483276367
Brunei Darussalam,BRN,2018.0,92.0042572021484
Bhutan,BTN,2018.0,94.7654841059746
Canada,CAN,2018.0,112.037117004395
Central Europe and the Baltics,CEB,2018.0,100.836486816406
Switzerland,CHE,2018.0,102.257682800293
Chile,CHL,2018.0,103.21607208252
Cote d'Ivoire,CIV,2018.0,46.3947128556196
Colombia,COL,2018.0,102.91561126709
Comoros,COM,2018.0,64.5565253389451
Cabo Verde,CPV,2018.0,104.00895690918
Costa Rica,CRI,2018.0,129.916809082031
Caribbean small states,CSS,2018.0,89.5968170166016
Cuba,CUB,2018.0,100.943717956543
Cayman Islands,CYM,2018.0,87.5760649087221
Cyprus,CYP,2018.0,99.575309753418
Czechia,CZE,2018.0,102.012992858887
Germany,DEU,2018.0,97.601936340332
Denmark,DNK,2018.0,129.861923217773
Dominican Republic,DOM,2018.0,83.2545036540322
East Asia & Pacific (excluding high income),EAP,2018.0,87.1004104614258
Early-demographic dividend,EAR,2018.0,74.0610427856445
East Asia & Pacific,EAS,2018.0,88.4812393188477
Europe & Central Asia (excluding high income),ECA,2018.0,99.7525177001953
Europe & Central Asia,ECS,2018.0,104.573738098145
Ecuador,ECU,2018.0,96.3960714193164
"Egypt, Arab Rep.",EGY,2018.0,75.9067103552346
Euro area,EMU,2018.0,107.565269470215
Eritrea,ERI,2018.0,43.4416885375977
Spain,ESP,2018.0,121.294639587402
Estonia,EST,2018.0,114.272331237793
European Union,EUU,2018.0,107.385391235352
Fragile and conflict affected situations,FCS,2018.0,42.3339385986328
Finland,FIN,2018.0,161.847595214844
Fiji,FJI,2018.0,93.1892646769198
France,FRA,2018.0,104.071128845215
United Kingdom,GBR,2018.0,122.013656616211
Georgia,GEO,2018.0,109.227803680577
Ghana,GHA,2018.0,66.9166894213064
Greece,GRC,2018.0,102.07266998291
Grenada,GRD,2018.0,111.967495690717
Guatemala,GTM,2018.0,52.3446298715485
High income,HIC,2018.0,104.676200866699
"Hong Kong SAR, China",HKG,2018.0,105.382222222222
Heavily indebted poor countries (HIPC),HPC,2018.0,37.9172706604004
Croatia,HRV,2018.0,107.253150939941
Hungary,HUN,2018.0,103.239440917969
IBRD only,IBD,2018.0,85.2913284301758
IDA & IBRD total,IBT,2018.0,71.4286880493164
IDA total,IDA,2018.0,45.2876815795898
IDA blend,IDB,2018.0,42.5673599243164
Indonesia,IDN,2018.0,93.7541308046929
IDA only,IDX,2018.0,46.8124504089355
India,IND,2018.0,75.5565032958984
Ireland,IRL,2018.0,164.419372558594
Iceland,ISL,2018.0,113.783317565918
Israel,ISR,2018.0,98.8978576660156
Italy,ITA,2018.0,100.701438903809
Jamaica,JAM,2018.0,84.739986572276
Jordan,JOR,2018.0,92.4891451216421
Japan,JPN,2018.0,100.685279846191
Kazakhstan,KAZ,2018.0,96.2488486443621
Kyrgyz Republic,KGZ,2018.0,91.0594350779724
Cambodia,KHM,2018.0,53.0927446861047
St. Kitts and Nevis,KNA,2018.0,117.739025856885
"Korea, Rep.",KOR,2018.0,98.8866806030273
Latin America & Caribbean (excluding high income),LAC,2018.0,100.221862792969
Lao PDR,LAO,2018.0,63.8298251272908
Lebanon,LBN,2018.0,68.2192125483757
St. Lucia,LCA,2018.0,90.4871978759766
Latin America & Caribbean,LCN,2018.0,99.8022918701172
Least developed countries: UN classification,LDC,2018.0,44.5144805908203
Low income,LIC,2018.0,35.7923583984375
Liechtenstein,LIE,2018.0,101.641143798828
Sri Lanka,LKA,2018.0,99.2050919963165
Lower middle income,LMC,2018.0,64.9927520751953
Low & middle income,LMY,2018.0,71.2089767456055
Late-demographic dividend,LTE,2018.0,92.1066589355469
Lithuania,LTU,2018.0,105.096572875977
Luxembourg,LUX,2018.0,108.786758422852
Latvia,LVA,2018.0,108.584571838379
"Macao SAR, China",MAC,2018.0,93.8029197080292
Morocco,MAR,2018.0,75.2608385790025
Moldova,MDA,2018.0,95.4169685647691
Madagascar,MDG,2018.0,35.3710327591243
Maldives,MDV,2018.0,76.8313327177593
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018.0,56.3839988708496
Mexico,MEX,2018.0,110.51097869873
Middle income,MIC,2018.0,76.4620666503906
North Macedonia,MKD,2018.0,82.5274887084961
Mali,MLI,2018.0,34.2633935963908
Malta,MLT,2018.0,102.913093566895
Myanmar,MMR,2018.0,81.8814926147461
Montenegro,MNE,2018.0,91.4177093505859
Mongolia,MNG,2018.0,93.3913463704946
Mauritania,MRT,2018.0,34.754930908232
Mauritius,MUS,2018.0,93.8197294421645
Malawi,MWI,2018.0,38.1734496554461
Malaysia,MYS,2018.0,79.4510116577148
North America,NAC,2018.0,99.9377136230469
Namibia,NAM,2018.0,82.4447917914626
Nigeria,NGA,2018.0,39.4427909851074
Netherlands,NLD,2018.0,114.827590942383
Norway,NOR,2018.0,115.596313476562
New Zealand,NZL,2018.0,116.203987121582
OECD members,OED,2018.0,106.945007324219
Oman,OMN,2018.0,103.041481138997
Other small states,OSS,2018.0,73.3735961914062
